movie_id,title,avg_rating,release_year,Action,Adventure,Animation,Children's,Comedy,Crime,Documentary,Drama,Fantasy,Film-Noir,Horror,Musical,Mystery,Romance,Sci-Fi,Thriller,War,Western,rating_norm,rating_discreto,release_year_categoria,cluster
97,Dances with Wolves (1990),3.79296875,1990.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0.7704741379310344,2,0,1
98,"Silence of the Lambs, The (1991)",4.28974358974359,1991.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.9075154730327143,2,0,1
99,Snow White and the Seven Dwarfs (1937),3.7093023255813953,1937.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7473937449879712,2,0,3
100,Fargo (1996),4.155511811023622,1997.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0.8704860168341028,2,2,1
101,Heavy Metal (1981),3.26027397260274,1981.0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0.6235238545111006,1,0,2
102,"Aristocats, The (1970)",3.1296296296296298,1970.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5874840357598978,1,0,3
103,All Dogs Go to Heaven 2 (1996),1.8666666666666667,1996.0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.23908045977011494,0,2,3
104,Theodore Rex (1995),1.4,1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1103448275862069,0,2,0
105,Sgt. Bilko (1996),2.5675675675675675,1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43243243243243246,0,2,0
106,Diabolique (1996),2.887323943661972,1996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.5206410879067509,0,2,1
107,Moll Flanders (1996),3.5,1996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.689655172413793,1,2,1
108,Kids in the Hall: Brain Candy (1996),3.076923076923077,1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5729442970822282,1,2,0
109,Mystery Science Theater 3000: The Movie (1996),3.4307692307692306,1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.6705570291777188,1,2,0
110,Operation Dumbo Drop (1995),2.5161290322580645,1995.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0.41824249165739713,0,1,2
111,"Truth About Cats & Dogs, The (1996)",3.485294117647059,1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6855983772819473,1,2,0
112,Flipper (1996),2.45,1996.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,2,2
113,"Horseman on the Roof, The (Hussard sur le toit, Le) (1995)",4.111111111111111,1996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8582375478927201,2,2,1
114,Wallace & Gromit: The Best of Aardman Animation (1996),4.447761194029851,1996.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9511065362840968,2,2,3
115,"Haunted World of Edward D. Wood Jr., The (1995)",3.7333333333333334,1996.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.7540229885057471,2,2,1
116,Cold Comfort Farm (1995),3.824,1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7790344827586205,2,2,0
117,"Rock, The (1996)",3.693121693121693,1996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7429301222404671,2,2,2
118,Twister (1996),3.2150170648464163,1996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6110391903024597,1,2,2
120,Striptease (1996),2.2388059701492535,1996.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.3417395779722079,0,2,0
121,Independence Day (ID4) (1996),3.438228438228438,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0.6726147415802588,1,2,2
122,"Cable Guy, The (1996)",2.339622641509434,1996.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36955107351984384,0,2,0
123,"Frighteners, The (1996)",3.234782608695652,1996.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0.6164917541229386,1,2,0
124,Lone Star (1996),4.053475935828877,1996.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0.8423381891941729,2,2,1
125,Phenomenon (1996),3.557377049180328,1996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7054833239118147,2,2,1
126,"Spitfire Grill, The (1996)",3.804123711340206,1996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7735513686455741,2,2,1
127,"Godfather, The (1972)",4.283292978208232,1972.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0.9057359939884778,2,0,1
128,Supercop (1992),3.5384615384615383,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7002652519893898,1,2,1
129,Bound (1996),3.8217054263565893,1996.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0.7784014969259557,2,2,1
130,Kansas City (1996),2.260869565217391,1996.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.34782608695652173,0,2,1
131,Breakfast at Tiffany's (1961),3.7263157894736842,1961.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.7520871143375681,2,0,1
132,"Wizard of Oz, The (1939)",4.0772357723577235,1939.0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0.848892626857303,2,0,2
133,Gone with the Wind (1939),3.871345029239766,1939.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0.7920951804799353,2,0,1
134,Citizen Kane (1941),4.292929292929293,1941.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.9083942877046326,2,0,1
135,2001: A Space Odyssey (1968),3.969111969111969,1968.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0.8190653707895087,2,0,1
136,Mr. Smith Goes to Washington (1939),4.123809523809523,1939.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8617405582922822,2,0,1
137,Big Night (1996),3.9005847953216373,1996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8001613228473482,2,2,1
138,D3: The Mighty Ducks (1996),2.5789473684210527,1996.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43557168784029043,0,2,0
139,"Love Bug, The (1969)",2.78,1969.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4910344827586206,0,0,0
140,Homeward Bound: The Incredible Journey (1993),3.2131147540983607,1993.0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6105144149236857,1,1,2
141,"20,000 Leagues Under the Sea (1954)",3.5,1954.0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0.689655172413793,1,0,2
142,Bedknobs and Broomsticks (1971),3.0701754385964914,1971.0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.5710828796128252,1,0,2
143,"Sound of Music, The (1965)",3.765765765765766,1965.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.7629698664181422,2,0,1
144,Die Hard (1988),3.8724279835390947,1988.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.7923939264935435,2,0,1
145,"Lawnmower Man, The (1992)",2.4461538461538463,1992.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.3989389920424403,0,0,2
146,Unhook the Stars (1996),2.5,1996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.4137931034482759,0,2,1
147,"Long Kiss Goodnight, The (1996)",3.4702702702702704,1996.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.6814538676607642,1,2,1
148,"Ghost and the Darkness, The (1996)",3.203125,1996.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6077586206896551,1,2,2
149,Jude (1996),3.0,1996.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5517241379310345,1,2,1
150,Swingers (1996),3.828025477707006,1996.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.78014495936745,2,2,0
151,Willy Wonka and the Chocolate Factory (1971),3.6319018404907975,1971.0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7260418870319442,2,0,2
152,Sleeper (1973),3.6341463414634148,1973.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7266610597140454,2,0,0
153,"Fish Called Wanda, A (1988)",3.785425101214575,1988.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7683931313695379,2,0,0
154,Monty Python's Life of Brian (1979),3.7471264367816093,1979.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.757827982560444,2,0,0
155,Dirty Dancing (1987),3.1020408163265305,1987.0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0.5798733286418015,1,0,1
156,Reservoir Dogs (1992),3.9864864864864864,1992.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.8238583410997203,2,0,1
157,Platoon (1986),3.6929133858267718,1986.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0.7428726581591095,2,0,1
158,Weekend at Bernie's (1989),2.6166666666666667,1989.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44597701149425284,0,0,0
159,Basic Instinct (1992),3.227722772277228,1992.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0.6145442130419939,1,0,1
160,Glengarry Glen Ross (1992),3.463768115942029,1992.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6796601699150424,1,0,1
161,Top Gun (1986),3.481818181818182,1986.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.6846394984326019,1,0,1
162,On Golden Pond (1981),3.556603773584906,1981.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.7052700065061809,2,0,1
163,"Return of the Pink Panther, The (1974)",3.5543478260869565,1974.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.704647676161919,2,0,0
164,"Abyss, The (1989)",3.589403973509934,1989.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0.7143183375199817,2,0,2
165,Jean de Florette (1986),4.109375,1986.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8577586206896551,2,0,1
166,Manon of the Spring (Manon des sources) (1986),4.120689655172414,1986.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.8608799048751486,2,0,1
167,Private Benjamin (1980),2.955223880597015,1980.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5393721049922799,0,0,0
168,Monty Python and the Holy Grail (1974),4.0664556962025316,1974.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8459188127455258,2,0,0
169,"Wrong Trousers, The (1993)",4.466101694915254,1993.0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956165984804208,2,1,3
170,Cinema Paradiso (1988),4.1735537190082646,1988.0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0.8754630948988317,2,0,0
171,Delicatessen (1991),3.876923076923077,1991.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0.793633952254642,2,0,0
172,"Empire Strikes Back, The (1980)",4.204359673024523,1980.0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0.8839612891102134,2,0,2
173,"Princess Bride, The (1987)",4.172839506172839,1987.0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0.8752660706683694,2,0,2
174,Raiders of the Lost Ark (1981),4.252380952380952,1981.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8972085385878489,2,0,2
175,Brazil (1985),3.8173076923076925,1985.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.7771883289124669,2,0,2
